Date,Department,Category,Region,Budget Amount,Actual Amount,Payment Method,Transaction ID
3/18/2022 0:00,Operations,Training,North,51795,151862,Card,TXN100360
2/8/2023 0:00,IT,Travel,South,100990,153639,Card,TXN100361
10/13/2023 0:00,Operations,Salaries,South,23115,28343,Card,TXN100362
5/31/2022 0:00,HR,Marketing,South,140845,9490,UPI,TXN100363
11/6/2023 0:00,HR,Training,West,66433,136369,Cash,TXN100364
3/3/2023 0:00,IT,Infrastructure,South,56999,68928,Cash,TXN100365
12/2/2021 0:00,Operations,Marketing,North,84564,167498,Card,TXN100366
9/15/2021 0:00,HR,Utilities,Central,117747,126888,Bank Transfer,TXN100367
5/12/2022 0:00,IT,Salaries,West,148760,91401,Card,TXN100368
6/15/2023 0:00,Operations,Infrastructure,North,33255,105914,UPI,TXN100369
6/9/2021 0:00,IT,Marketing,West,89747,24178,UPI,TXN100370
5/2/2023 0:00,Marketing,Training,West,87049,136272,Cash,TXN100371
11/21/2022 0:00,Operations,Infrastructure,West,76057,45622,Bank Transfer,TXN100372
1/15/2022 0:00,HR,Travel,East,36293,49834,UPI,TXN100373
8/15/2023 0:00,IT,Salaries,Central,40607,147127,Cash,TXN100374
11/22/2022 0:00,HR,Utilities,South,100413,138241,Bank Transfer,TXN100375
12/3/2023 0:00,IT,Travel,East,117148,163759,Bank Transfer,TXN100376
10/12/2021 0:00,Sales,Infrastructure,Central,46069,112762,Cash,TXN100377
2/1/2022 0:00,HR,Marketing,South,96079,81929,UPI,TXN100378
1/12/2021 0:00,HR,Salaries,East,52582,89396,Card,TXN100379
5/14/2022 0:00,Finance,Training,East,104526,135000,UPI,TXN100380
1/24/2023 0:00,Marketing,Utilities,North,23116,91451,UPI,TXN100381
2/4/2021 0:00,HR,Marketing,East,108395,148653,UPI,TXN100382
12/28/2022 0:00,Operations,Utilities,West,13706,89617,Cash,TXN100383
4/29/2023 0:00,IT,Training,East,26147,91537,Cash,TXN100384
3/31/2021 0:00,Sales,Salaries,West,109147,53101,Card,TXN100385
2/15/2023 0:00,Operations,Infrastructure,Central,18895,32940,UPI,TXN100386
8/28/2022 0:00,Operations,Utilities,Central,72058,76907,UPI,TXN100387
8/28/2023 0:00,Operations,Salaries,West,23251,19016,Card,TXN100388
10/19/2023 0:00,Operations,Utilities,North,120533,162015,Bank Transfer,TXN100389
2/22/2022 0:00,Sales,Marketing,North,15109,62617,Bank Transfer,TXN100390
4/25/2021 0:00,Finance,Utilities,Central,34632,91292,Card,TXN100391
9/9/2022 0:00,Marketing,Marketing,East,65276,10237,UPI,TXN100392
4/6/2023 0:00,HR,Marketing,Central,16325,109778,Cash,TXN100393
2/17/2022 0:00,Operations,Salaries,Central,104964,73263,UPI,TXN100394
12/30/2022 0:00,HR,Travel,West,11912,28852,Card,TXN100395
10/18/2023 0:00,HR,Training,North,17374,144830,Card,TXN100396
1/31/2023 0:00,Operations,Utilities,West,43034,53003,Card,TXN100397
11/7/2022 0:00,Finance,Infrastructure,Central,95402,93895,Cash,TXN100398
4/2/2022 0:00,HR,Marketing,South,101792,17176,UPI,TXN100399
7/9/2023 0:00,IT,Travel,East,103305,37658,Cash,TXN100400
7/11/2021 0:00,HR,Marketing,Central,60683,133038,Bank Transfer,TXN100401
1/9/2023 0:00,Marketing,Travel,West,104817,144746,UPI,TXN100402
9/5/2023 0:00,Operations,Travel,South,137776,156982,Card,TXN100403
10/6/2023 0:00,Sales,Infrastructure,South,148227,35948,UPI,TXN100404
4/6/2021 0:00,HR,Travel,Central,57952,35749,Card,TXN100405
10/25/2022 0:00,Finance,Infrastructure,North,133899,100356,Cash,TXN100406
2/6/2021 0:00,IT,Salaries,South,21388,136390,UPI,TXN100407
10/6/2021 0:00,IT,Marketing,East,84178,34678,Card,TXN100408
8/5/2021 0:00,Sales,Infrastructure,West,36457,156498,Cash,TXN100409
5/17/2023 0:00,Marketing,Training,West,21752,53418,UPI,TXN100410
5/23/2023 0:00,Sales,Marketing,West,61832,133400,UPI,TXN100411
3/3/2021 0:00,Marketing,Training,Central,14237,167752,Bank Transfer,TXN100412
8/19/2022 0:00,HR,Utilities,West,144123,117203,UPI,TXN100413
12/30/2022 0:00,Operations,Training,West,53311,145240,Bank Transfer,TXN100414
2/1/2022 0:00,Finance,Salaries,East,29088,111845,UPI,TXN100415
11/30/2022 0:00,IT,Utilities,North,15675,110209,Bank Transfer,TXN100416
11/9/2023 0:00,Sales,Utilities,Central,12640,9080,Cash,TXN100417
6/26/2021 0:00,Finance,Travel,Central,73328,85333,UPI,TXN100418
1/31/2022 0:00,Marketing,Training,West,22317,126307,Cash,TXN100419
3/21/2022 0:00,Operations,Travel,East,116442,44018,UPI,TXN100420
3/17/2021 0:00,IT,Training,South,113666,93487,UPI,TXN100421
9/22/2021 0:00,IT,Utilities,West,43462,51228,UPI,TXN100422
3/31/2022 0:00,Marketing,Travel,West,85921,81775,UPI,TXN100423
12/19/2022 0:00,Operations,Marketing,Central,25201,19927,UPI,TXN100424
1/5/2023 0:00,IT,Training,Central,44536,8944,UPI,TXN100425
5/1/2023 0:00,Operations,Training,West,45517,60420,Card,TXN100426
5/24/2021 0:00,IT,Travel,Central,125308,27503,UPI,TXN100427
6/4/2023 0:00,HR,Training,East,122911,161528,Bank Transfer,TXN100428
12/29/2023 0:00,Marketing,Utilities,South,47982,18175,UPI,TXN100429
1/31/2022 0:00,Operations,Travel,South,42844,164002,Cash,TXN100430
11/15/2023 0:00,Finance,Travel,South,94118,142377,Bank Transfer,TXN100431
8/6/2023 0:00,HR,Infrastructure,West,145309,135412,Bank Transfer,TXN100432
6/10/2023 0:00,Finance,Infrastructure,West,133110,47537,Bank Transfer,TXN100433
7/23/2022 0:00,Marketing,Utilities,West,16027,118681,Card,TXN100434
11/29/2023 0:00,IT,Marketing,East,90567,41136,UPI,TXN100435
4/19/2021 0:00,Finance,Training,South,110848,166634,Cash,TXN100436
12/2/2023 0:00,HR,Salaries,Central,103724,83624,Cash,TXN100437
7/24/2023 0:00,Operations,Training,Central,124675,158266,Cash,TXN100438
2/2/2022 0:00,Sales,Salaries,North,81810,88312,Card,TXN100439
9/26/2022 0:00,Finance,Utilities,North,135545,106415,Card,TXN100440
1/3/2023 0:00,Sales,Marketing,Central,62892,93992,Card,TXN100441
8/23/2021 0:00,Marketing,Marketing,South,117457,91117,UPI,TXN100442
10/20/2022 0:00,Finance,Marketing,West,87059,69241,Card,TXN100443
1/21/2023 0:00,Finance,Infrastructure,Central,11074,136923,Cash,TXN100444
8/11/2022 0:00,Operations,Utilities,Central,92567,43629,Card,TXN100445
10/30/2023 0:00,IT,Salaries,North,55793,21895,Cash,TXN100446
8/12/2023 0:00,HR,Marketing,South,48071,138370,Bank Transfer,TXN100447
5/7/2022 0:00,HR,Utilities,Central,29546,103344,Cash,TXN100448
7/2/2023 0:00,HR,Training,West,56515,66918,Bank Transfer,TXN100449
6/19/2021 0:00,Marketing,Salaries,West,139212,151864,UPI,TXN100450
8/4/2023 0:00,IT,Infrastructure,East,21054,71406,Card,TXN100451
3/6/2023 0:00,Sales,Travel,West,12897,23430,UPI,TXN100452
9/26/2022 0:00,HR,Salaries,Central,19537,47130,UPI,TXN100453
1/29/2021 0:00,Sales,Training,Central,67325,136752,UPI,TXN100454
12/5/2021 0:00,IT,Salaries,West,149753,77120,Bank Transfer,TXN100455
5/15/2022 0:00,Marketing,Salaries,North,129940,69397,Card,TXN100456
5/26/2022 0:00,IT,Travel,South,83387,129212,UPI,TXN100457
8/5/2021 0:00,Operations,Marketing,Central,100537,62455,UPI,TXN100458
12/30/2023 0:00,HR,Training,West,90121,59078,Cash,TXN100459
3/21/2022 0:00,Marketing,Travel,West,115532,39088,Cash,TXN100460
5/26/2023 0:00,Operations,Salaries,Central,57038,148669,Card,TXN100461
6/16/2021 0:00,HR,Training,East,64833,10013,Cash,TXN100462
4/1/2021 0:00,IT,Infrastructure,South,58123,91640,Bank Transfer,TXN100463
12/15/2022 0:00,IT,Salaries,Central,40117,101979,Bank Transfer,TXN100464
2/8/2021 0:00,Finance,Infrastructure,West,81131,152537,Bank Transfer,TXN100465
6/22/2021 0:00,Finance,Utilities,East,53691,123184,UPI,TXN100466
10/15/2022 0:00,IT,Infrastructure,Central,37531,166559,Card,TXN100467
1/24/2023 0:00,IT,Salaries,South,52174,137045,Bank Transfer,TXN100468
12/18/2023 0:00,Sales,Travel,East,138755,11219,Bank Transfer,TXN100469
4/21/2022 0:00,Sales,Salaries,West,24414,147149,Bank Transfer,TXN100470
4/1/2022 0:00,Operations,Salaries,North,104572,141782,Bank Transfer,TXN100471
4/9/2023 0:00,Finance,Utilities,South,20261,165250,Bank Transfer,TXN100472
6/14/2023 0:00,Finance,Marketing,East,77913,54994,Bank Transfer,TXN100473
10/22/2023 0:00,IT,Salaries,Central,11271,119181,Card,TXN100474
1/22/2022 0:00,IT,Utilities,Central,113324,152036,Bank Transfer,TXN100475
12/14/2021 0:00,Operations,Travel,East,43202,36288,Card,TXN100476
7/9/2021 0:00,Marketing,Utilities,Central,79307,38714,Card,TXN100477
5/20/2022 0:00,Marketing,Utilities,East,117030,11602,Card,TXN100478
4/4/2023 0:00,Marketing,Infrastructure,South,94070,96024,Bank Transfer,TXN100479
7/18/2023 0:00,Finance,Marketing,Central,46892,12096,Bank Transfer,TXN100480
7/23/2023 0:00,Sales,Marketing,South,146674,108638,Card,TXN100481
5/14/2021 0:00,Marketing,Training,West,136008,79652,Card,TXN100482
2/27/2021 0:00,HR,Travel,West,90957,37610,Bank Transfer,TXN100483
11/16/2022 0:00,Operations,Training,West,107210,74815,Cash,TXN100484
11/3/2022 0:00,Marketing,Utilities,West,146239,111253,Cash,TXN100485
6/22/2021 0:00,HR,Travel,Central,63201,73585,Cash,TXN100486
3/26/2023 0:00,Marketing,Travel,East,59698,46419,Bank Transfer,TXN100487
3/21/2021 0:00,Sales,Marketing,Central,73753,137213,Card,TXN100488
6/5/2023 0:00,Sales,Marketing,Central,85479,50734,Cash,TXN100489
7/22/2021 0:00,Marketing,Marketing,South,74687,129898,UPI,TXN100490
2/3/2023 0:00,HR,Salaries,East,141290,126276,UPI,TXN100491
2/16/2021 0:00,Operations,Utilities,North,42893,145611,Card,TXN100492
10/18/2022 0:00,HR,Travel,North,23169,29754,UPI,TXN100493
4/16/2022 0:00,Operations,Utilities,East,56458,12223,Bank Transfer,TXN100494
8/29/2023 0:00,Marketing,Travel,North,84951,166392,UPI,TXN100495
11/2/2023 0:00,Operations,Travel,East,14180,57339,Card,TXN100496
1/6/2023 0:00,IT,Training,South,19766,144374,Cash,TXN100497
2/23/2023 0:00,Finance,Travel,South,11942,119169,Bank Transfer,TXN100498
8/26/2023 0:00,Finance,Travel,Central,53374,102151,Card,TXN100499
12/24/2021 0:00,Sales,Infrastructure,North,76790,29241,Bank Transfer,TXN100500
8/30/2023 0:00,IT,Infrastructure,East,43755,41434,Cash,TXN100501
10/30/2022 0:00,Finance,Training,South,131925,49892,Cash,TXN100502
1/8/2022 0:00,Marketing,Salaries,Central,69192,38798,Cash,TXN100503
10/29/2023 0:00,Operations,Marketing,North,90459,144210,Bank Transfer,TXN100504
11/7/2022 0:00,Operations,Travel,North,107218,122141,UPI,TXN100505
3/31/2021 0:00,HR,Utilities,North,57592,110156,Bank Transfer,TXN100506
11/29/2022 0:00,HR,Infrastructure,South,130041,21533,Cash,TXN100507
6/24/2022 0:00,Operations,Marketing,South,120397,116672,Bank Transfer,TXN100508
1/2/2023 0:00,Marketing,Salaries,North,23118,119354,Bank Transfer,TXN100509
5/19/2023 0:00,Operations,Marketing,South,123305,105509,UPI,TXN100510
2/10/2021 0:00,HR,Travel,North,74610,57944,Cash,TXN100511
1/10/2023 0:00,Finance,Marketing,West,88699,66594,UPI,TXN100512
5/17/2022 0:00,Sales,Travel,South,18104,149586,Cash,TXN100513
8/17/2023 0:00,HR,Training,East,89722,159689,Card,TXN100514
7/18/2023 0:00,Marketing,Infrastructure,South,18549,140422,Cash,TXN100515
4/6/2022 0:00,Finance,Infrastructure,North,136081,100942,Bank Transfer,TXN100516
1/2/2023 0:00,Finance,Travel,East,105614,55318,Card,TXN100517
1/22/2023 0:00,Finance,Utilities,Central,67240,92195,Bank Transfer,TXN100518
7/14/2023 0:00,IT,Infrastructure,East,42831,96170,Card,TXN100519
6/28/2023 0:00,IT,Utilities,East,107462,83805,Bank Transfer,TXN100520
1/25/2022 0:00,Finance,Travel,South,79474,66465,Card,TXN100521
6/2/2023 0:00,Marketing,Training,East,98233,8608,Card,TXN100522
9/13/2021 0:00,Operations,Travel,East,114700,123471,Bank Transfer,TXN100523
12/10/2022 0:00,Marketing,Training,North,81772,139239,Card,TXN100524
3/26/2022 0:00,IT,Infrastructure,South,50577,127467,Bank Transfer,TXN100525
1/10/2021 0:00,HR,Utilities,North,144177,138885,UPI,TXN100526
4/4/2023 0:00,IT,Travel,South,111856,142328,Bank Transfer,TXN100527
3/9/2023 0:00,Operations,Infrastructure,Central,95395,141551,UPI,TXN100528
5/27/2023 0:00,Sales,Training,East,142910,97511,Card,TXN100529
10/26/2023 0:00,IT,Travel,South,34437,49939,Cash,TXN100530
10/13/2023 0:00,Marketing,Training,East,81449,166082,UPI,TXN100531
1/9/2022 0:00,Marketing,Marketing,East,128099,109120,Cash,TXN100532
12/25/2023 0:00,Finance,Training,West,124176,16982,Cash,TXN100533
5/26/2021 0:00,Finance,Marketing,North,53003,119333,Bank Transfer,TXN100534
8/12/2021 0:00,Finance,Infrastructure,South,24646,58626,Bank Transfer,TXN100535
6/26/2021 0:00,Sales,Travel,Central,60560,65277,Cash,TXN100536
5/3/2023 0:00,Operations,Infrastructure,West,128560,110305,Bank Transfer,TXN100537
3/4/2021 0:00,HR,Salaries,North,96597,84176,Cash,TXN100538
4/7/2023 0:00,Marketing,Training,Central,68679,118170,Bank Transfer,TXN100539
3/6/2023 0:00,Marketing,Infrastructure,Central,32873,134260,Bank Transfer,TXN100540
11/20/2022 0:00,Operations,Infrastructure,East,144530,33702,Bank Transfer,TXN100541
4/15/2021 0:00,Sales,Marketing,North,47165,69541,Cash,TXN100542
5/26/2022 0:00,Finance,Training,West,97803,112330,Card,TXN100543
1/20/2022 0:00,Operations,Marketing,South,73994,160206,Bank Transfer,TXN100544
2/9/2022 0:00,HR,Travel,South,107925,19353,Bank Transfer,TXN100545
4/3/2023 0:00,Finance,Infrastructure,West,24823,113610,Cash,TXN100546
6/2/2022 0:00,HR,Training,East,140803,154310,UPI,TXN100547
4/21/2022 0:00,IT,Infrastructure,East,50856,70766,Cash,TXN100548
12/10/2022 0:00,HR,Travel,Central,17406,115247,Bank Transfer,TXN100549
2/10/2023 0:00,Finance,Utilities,North,40619,54596,Bank Transfer,TXN100550
11/13/2023 0:00,IT,Travel,Central,148143,153494,Card,TXN100551
9/24/2023 0:00,Finance,Marketing,South,117871,115354,Bank Transfer,TXN100552
11/8/2022 0:00,Marketing,Marketing,West,118029,126548,UPI,TXN100553
12/15/2022 0:00,Finance,Infrastructure,North,31074,168710,Bank Transfer,TXN100554
3/24/2021 0:00,IT,Marketing,West,22349,78264,Bank Transfer,TXN100555
4/2/2022 0:00,HR,Training,North,128160,72756,Card,TXN100556
1/1/2021 0:00,Marketing,Travel,South,37493,70553,UPI,TXN100557
2/20/2021 0:00,Sales,Infrastructure,South,99146,32029,UPI,TXN100558
11/16/2022 0:00,Sales,Travel,North,14561,26384,Bank Transfer,TXN100559
12/18/2022 0:00,Sales,Travel,East,83150,169161,UPI,TXN100560
3/25/2022 0:00,Sales,Infrastructure,North,74685,95926,Card,TXN100561
5/31/2023 0:00,Operations,Utilities,South,12358,71182,Cash,TXN100562
5/3/2022 0:00,Sales,Marketing,West,26041,10015,Bank Transfer,TXN100563
2/3/2021 0:00,IT,Salaries,Central,121407,90082,Bank Transfer,TXN100564
4/5/2021 0:00,Sales,Salaries,West,102262,61901,UPI,TXN100565
6/3/2021 0:00,Finance,Salaries,South,20267,139102,Bank Transfer,TXN100566
9/7/2021 0:00,Sales,Marketing,West,87395,145673,Bank Transfer,TXN100567
11/5/2022 0:00,HR,Utilities,East,100170,163461,Card,TXN100568
3/14/2022 0:00,IT,Travel,East,118454,126307,Cash,TXN100569
4/28/2021 0:00,IT,Infrastructure,North,116680,94985,Cash,TXN100570
2/10/2023 0:00,Marketing,Utilities,West,29003,25231,UPI,TXN100571
9/25/2021 0:00,Operations,Salaries,West,40169,57943,Card,TXN100572
12/14/2023 0:00,Finance,Training,South,57271,163348,Card,TXN100573
8/24/2021 0:00,IT,Marketing,North,26961,123196,Card,TXN100574
1/24/2022 0:00,HR,Marketing,North,72676,129767,Card,TXN100575
9/17/2023 0:00,Sales,Infrastructure,West,51030,102952,Bank Transfer,TXN100576
2/2/2023 0:00,IT,Training,Central,76091,22294,UPI,TXN100577
2/5/2022 0:00,HR,Travel,West,52178,70996,UPI,TXN100578
9/16/2022 0:00,Sales,Utilities,West,13640,130463,Bank Transfer,TXN100579
2/6/2023 0:00,Operations,Training,West,138291,148276,UPI,TXN100580
7/8/2023 0:00,IT,Utilities,East,77448,109374,Card,TXN100581
5/3/2023 0:00,IT,Utilities,North,94650,90994,Bank Transfer,TXN100582
8/1/2022 0:00,HR,Travel,East,33922,161424,Bank Transfer,TXN100583
3/16/2021 0:00,Marketing,Travel,Central,123746,123156,Cash,TXN100584
3/11/2022 0:00,Finance,Travel,South,124954,162685,Bank Transfer,TXN100585
4/13/2021 0:00,Operations,Infrastructure,Central,99248,162776,Cash,TXN100586
2/3/2023 0:00,Finance,Marketing,North,137589,90655,Bank Transfer,TXN100587
1/8/2023 0:00,IT,Salaries,South,24837,16133,UPI,TXN100588
3/17/2023 0:00,Finance,Travel,Central,54653,89573,Cash,TXN100589
4/8/2021 0:00,Sales,Marketing,North,45569,51816,Cash,TXN100590
3/9/2023 0:00,Operations,Travel,Central,58787,28861,Cash,TXN100591
5/9/2023 0:00,Finance,Salaries,South,61186,155551,Cash,TXN100592
3/11/2022 0:00,Sales,Training,South,121837,82639,Card,TXN100593
3/23/2022 0:00,HR,Travel,Central,25297,168530,Bank Transfer,TXN100594
9/6/2021 0:00,Finance,Marketing,East,66605,85034,Card,TXN100595
6/15/2021 0:00,Operations,Infrastructure,Central,92904,159892,UPI,TXN100596
9/11/2023 0:00,Sales,Training,Central,96019,162471,Bank Transfer,TXN100597
10/17/2023 0:00,Finance,Training,Central,16463,162830,Card,TXN100598
6/26/2022 0:00,HR,Training,East,125763,127743,Bank Transfer,TXN100599
1/29/2023 0:00,Finance,Salaries,West,92943,15658,Card,TXN100600
3/22/2021 0:00,Sales,Marketing,South,56221,137622,UPI,TXN100601
5/13/2021 0:00,Finance,Utilities,North,128585,88801,Card,TXN100602
3/8/2023 0:00,Operations,Utilities,South,121370,159137,UPI,TXN100603
6/19/2023 0:00,IT,Utilities,South,116775,55467,Cash,TXN100604
5/18/2021 0:00,Sales,Infrastructure,West,35759,106041,Card,TXN100605
7/3/2021 0:00,Sales,Travel,South,97000,150483,Cash,TXN100606
2/24/2023 0:00,Sales,Travel,South,70943,117109,UPI,TXN100607
9/11/2023 0:00,Sales,Travel,East,95862,154234,Cash,TXN100608
3/10/2021 0:00,Finance,Infrastructure,East,120475,161582,Card,TXN100609
6/30/2022 0:00,Operations,Utilities,East,86069,65848,Bank Transfer,TXN100610
2/22/2021 0:00,HR,Training,East,138979,79664,Card,TXN100611
7/24/2021 0:00,Operations,Travel,East,116446,34841,Cash,TXN100612
5/6/2021 0:00,Sales,Training,North,47711,46746,Cash,TXN100613
2/12/2021 0:00,Marketing,Training,West,92688,93980,Card,TXN100614
4/21/2021 0:00,Finance,Infrastructure,Central,40772,27180,Card,TXN100615
1/31/2023 0:00,Marketing,Infrastructure,East,37307,13444,Card,TXN100616
4/28/2023 0:00,Finance,Marketing,West,146238,111235,Card,TXN100617
4/5/2021 0:00,Sales,Travel,Central,133890,77344,UPI,TXN100618
6/19/2023 0:00,Finance,Utilities,South,17589,82216,Bank Transfer,TXN100619
12/26/2021 0:00,Sales,Salaries,South,141536,54487,Cash,TXN100620
6/19/2023 0:00,Operations,Infrastructure,West,12600,162399,UPI,TXN100621
10/8/2021 0:00,IT,Training,North,141988,165906,Card,TXN100622
10/29/2022 0:00,Finance,Marketing,North,147198,33826,Card,TXN100623
4/3/2021 0:00,Sales,Salaries,West,148223,79654,UPI,TXN100624
11/3/2022 0:00,Marketing,Infrastructure,North,87196,112017,Card,TXN100625
3/2/2021 0:00,Sales,Marketing,North,141137,102072,Cash,TXN100626
9/26/2022 0:00,Marketing,Training,South,101837,22707,Cash,TXN100627
12/11/2023 0:00,Finance,Travel,North,88424,128919,Cash,TXN100628
10/26/2023 0:00,HR,Marketing,North,148265,164047,UPI,TXN100629
8/27/2022 0:00,Marketing,Infrastructure,West,129259,20596,Card,TXN100630
11/13/2022 0:00,Sales,Travel,North,86537,127980,UPI,TXN100631
6/18/2022 0:00,Finance,Training,East,71434,99679,Cash,TXN100632
4/18/2023 0:00,Sales,Utilities,East,66125,11817,UPI,TXN100633
10/7/2022 0:00,HR,Marketing,West,62960,34849,Card,TXN100634
8/21/2021 0:00,IT,Salaries,East,71521,80018,Card,TXN100635
6/8/2022 0:00,HR,Training,South,99485,63353,Bank Transfer,TXN100636
12/12/2021 0:00,Operations,Travel,West,34245,161356,Bank Transfer,TXN100637
12/6/2023 0:00,Finance,Training,North,42811,109627,Bank Transfer,TXN100638
6/30/2022 0:00,HR,Travel,East,145777,59755,Cash,TXN100639
3/5/2023 0:00,IT,Training,South,41834,19691,Bank Transfer,TXN100640
9/6/2021 0:00,Sales,Utilities,West,91548,9565,Cash,TXN100641
2/16/2021 0:00,Finance,Marketing,West,71236,49878,UPI,TXN100642
8/2/2021 0:00,Marketing,Salaries,North,58937,89386,Card,TXN100643
8/27/2021 0:00,HR,Utilities,Central,16842,72556,UPI,TXN100644
12/16/2023 0:00,IT,Marketing,East,149373,143191,Bank Transfer,TXN100645
12/16/2021 0:00,HR,Salaries,South,112862,91574,Bank Transfer,TXN100646
4/17/2021 0:00,Operations,Training,West,35090,126146,Cash,TXN100647
4/11/2023 0:00,Finance,Salaries,East,132408,73777,Cash,TXN100648
2/17/2021 0:00,Sales,Infrastructure,South,18828,143404,UPI,TXN100649
12/3/2021 0:00,IT,Salaries,South,62480,56475,UPI,TXN100650
11/16/2023 0:00,HR,Marketing,West,113616,152470,Bank Transfer,TXN100651
3/15/2023 0:00,Finance,Utilities,East,108373,33363,Cash,TXN100652
1/8/2021 0:00,HR,Utilities,South,103911,124320,Cash,TXN100653
9/17/2022 0:00,Finance,Infrastructure,West,20042,60225,UPI,TXN100654
